wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
wn:8249752n,bn:02248231n,,barbershop_harmony,"A chord is in close harmony if its notes are arranged within a narrow range, usually with no more than an octave between the top and bottom notes.",YES,,
wn:8249752n,bn:02248231n,,open-harmony,"A chord is in close harmony if its notes are arranged within a narrow range, usually with no more than an octave between the top and bottom notes.",YES,,
wn:538668n,bn:02248231n,,close_harmony_duet,"A chord is in close harmony if its notes are arranged within a narrow range, usually with no more than an octave between the top and bottom notes.",YES,,
wn:538668n,bn:02248231n,,open_and_closed_harmony,"A chord is in close harmony if its notes are arranged within a narrow range, usually with no more than an octave between the top and bottom notes.",YES,,
wn:538668n,bn:02248231n,,block_harmony,"A chord is in close harmony if its notes are arranged within a narrow range, usually with no more than an octave between the top and bottom notes.",YES,,
wn:11185500n,bn:02248231n,,open_harmony,"A chord is in close harmony if its notes are arranged within a narrow range, usually with no more than an octave between the top and bottom notes.",YES,,
wn:11185500n,bn:02248231n,,close_harmony_singing,"A chord is in close harmony if its notes are arranged within a narrow range, usually with no more than an octave between the top and bottom notes.",YES,,
wn:9952539n,bn:02248368n,,novelty_song,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,novelty_music,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,comic_song,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,novelty,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,funny_song,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,musical_novelty,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,novelty_single,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,silly_song,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,comical_song,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,novelty_hits,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,comic_songs,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,novelty_hit,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,novelty_record,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:9952539n,bn:02248368n,,novelty_songs,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:710803v,bn:02248368n,,comedy_songs,"A novelty song is a type of song built upon some form of novel concept, such as a gimmick, a piece of humor, or a sample of popular culture.",YES,,
wn:710803v,bn:02249473n,,xote,Xote is a Brazilian music genre and dance with a binary or quaternary rhythm.,YES,,
wn:710803v,bn:02249473n,,xotis,Xote is a Brazilian music genre and dance with a binary or quaternary rhythm.,YES,,
wn:710803v,bn:02249473n,,xótis,Xote is a Brazilian music genre and dance with a binary or quaternary rhythm.,YES,,
wn:710803v,bn:02254245n,,roland_v-drum,"V-Drums is a variety of electronic drums, drum brain modules, and related electronic percussion product manufactured and trademarked by Roland Corporation.",YES,,
wn:710803v,bn:02254245n,,roland_v-drums,"V-Drums is a variety of electronic drums, drum brain modules, and related electronic percussion product manufactured and trademarked by Roland Corporation.",YES,,
wn:710803v,bn:02254245n,,v-drums,"V-Drums is a variety of electronic drums, drum brain modules, and related electronic percussion product manufactured and trademarked by Roland Corporation.",YES,,
wn:6973610n,bn:02254245n,,v-drum,"V-Drums is a variety of electronic drums, drum brain modules, and related electronic percussion product manufactured and trademarked by Roland Corporation.",YES,,
wn:6973610n,bn:02254983n,,accentus,Accentus is a style of church music that emphasizes spoken word.,YES,,
wn:6973610n,bn:02254983n,,accentus_ecclesiastici,Accentus is a style of church music that emphasizes spoken word.,YES,,
wn:6973610n,bn:02254983n,,liturgical_recitative,Accentus is a style of church music that emphasizes spoken word.,YES,,
wn:6973610n,bn:02254983n,,accentus_ecclesiasticus,Accentus is a style of church music that emphasizes spoken word.,YES,,
wn:6973610n,bn:02254983n,,concentus,Accentus is a style of church music that emphasizes spoken word.,YES,,
wn:6973610n,bn:02254983n,,ecclesiastical_accent,Accentus is a style of church music that emphasizes spoken word.,YES,,
wn:10894365n,bn:02254983n,,ecclesiastic_accent,Accentus is a style of church music that emphasizes spoken word.,YES,,
wn:10894365n,bn:02255994n,,urban_gospel,Urban/contemporary gospel is a modern subgenre of gospel music.,YES,,
wn:10894365n,bn:02255994n,,urban_contemporary_gospel,Urban/contemporary gospel is a modern subgenre of gospel music.,YES,,
wn:7035153n,bn:02255994n,,contemporary_gospel,Urban/contemporary gospel is a modern subgenre of gospel music.,YES,,
wn:7035153n,bn:02255994n,,black_gospel/version_2,Urban/contemporary gospel is a modern subgenre of gospel music.,YES,,
wn:7035153n,bn:02258008n,,kanikapila,"Kanikapila is a style of Hawaiian music produced in an impromptu jam session, most commonly taking place at a beach, or family gathering.",YES,,
wn:7035153n,bn:02259629n,,diple,"Diple,",YES,,
wn:7035153n,bn:02259629n,,dvojnice,"Diple,",YES,,
wn:7035153n,bn:02260476n,,new_orleans_soul,New Orleans soul is a musical style derived from the soul music which has a large influence of the Gospel.,YES,,
wn:10603851n,bn:02261304n,,,Optional.empty,YES,,
wn:10603851n,bn:02262307n,,dream_trance,An early subgenre of trance music that peaked prominently on the international dance scene between 1995 and 1998.,YES,,
wn:10603851n,bn:02262307n,,dream_house,An early subgenre of trance music that peaked prominently on the international dance scene between 1995 and 1998.,YES,,
wn:8925552n,bn:02262307n,,dream_house_music,An early subgenre of trance music that peaked prominently on the international dance scene between 1995 and 1998.,YES,,
wn:2019881s,bn:02265275n,,puirt_a_beul,"Puirt à beul is a traditional form of song native to Scotland, Ireland, and Cape Breton Island, Nova Scotia.",YES,,
wn:9217867n,bn:02265275n,,puirt_à_beul,"Puirt à beul is a traditional form of song native to Scotland, Ireland, and Cape Breton Island, Nova Scotia.",YES,,
wn:9217867n,bn:02265275n,,port_a_beul,"Puirt à beul is a traditional form of song native to Scotland, Ireland, and Cape Breton Island, Nova Scotia.",YES,,
wn:9217867n,bn:02265275n,,puirt_a'_bheil,"Puirt à beul is a traditional form of song native to Scotland, Ireland, and Cape Breton Island, Nova Scotia.",YES,,
wn:9217867n,bn:02265275n,,puirt_a'_bhèil,"Puirt à beul is a traditional form of song native to Scotland, Ireland, and Cape Breton Island, Nova Scotia.",YES,,
wn:9217867n,bn:02265275n,,turlutage,"Puirt à beul is a traditional form of song native to Scotland, Ireland, and Cape Breton Island, Nova Scotia.",YES,,
wn:9217867n,bn:02265275n,,puirt_á_beul,"Puirt à beul is a traditional form of song native to Scotland, Ireland, and Cape Breton Island, Nova Scotia.",YES,,
wn:8249752n,bn:02270891n,,sonorism,Sonorism is an approach to musical composition associated with a number of notable Polish composers.,YES,,
wn:8249752n,bn:02270891n,,sonorist,Sonorism is an approach to musical composition associated with a number of notable Polish composers.,YES,,
wn:8249752n,bn:02270891n,,sonoristic,Sonorism is an approach to musical composition associated with a number of notable Polish composers.,YES,,
wn:8249752n,bn:02278076n,,ceddin_deden,Ottoman military bands are thought to be the oldest variety of military marching bands in the world.,YES,,
wn:8249752n,bn:02278076n,,ottoman_military_band,Ottoman military bands are thought to be the oldest variety of military marching bands in the world.,YES,,
wn:3079230n,bn:02278076n,,janissary_band,Ottoman military bands are thought to be the oldest variety of military marching bands in the world.,YES,,
wn:3079230n,bn:02278076n,,mehter_platoon,Ottoman military bands are thought to be the oldest variety of military marching bands in the world.,YES,,
wn:3079230n,bn:02278076n,,janissary_military_band,Ottoman military bands are thought to be the oldest variety of military marching bands in the world.,YES,,
wn:3079230n,bn:02278076n,,janissary_music,Ottoman military bands are thought to be the oldest variety of military marching bands in the world.,YES,,
wn:3079230n,bn:02280488n,,tropipop,Tropipop is a music genre that developed in Colombia in the late 1990s and early 2000s.,YES,,
wn:3079230n,bn:02280488n,,tropi_pop,Tropipop is a music genre that developed in Colombia in the late 1990s and early 2000s.,YES,,
wn:3079230n,bn:02280488n,,tropi-pop,Tropipop is a music genre that developed in Colombia in the late 1990s and early 2000s.,YES,,
wn:3079230n,bn:02281062n,,nederhop,"Dutch hip hop or Nederhop, is hip hop music created by musicians in the Netherlands and Flanders.",YES,,
wn:3079230n,bn:02281062n,,dutch_hip_hop_music,"Dutch hip hop or Nederhop, is hip hop music created by musicians in the Netherlands and Flanders.",YES,,
wn:3079230n,bn:02281062n,,dutch_hip_hop,"Dutch hip hop or Nederhop, is hip hop music created by musicians in the Netherlands and Flanders.",YES,,
wn:3079230n,bn:02281062n,,african_rap/netherlands,"Dutch hip hop or Nederhop, is hip hop music created by musicians in the Netherlands and Flanders.",YES,,
wn:3079230n,bn:02281062n,,dutch_rap,"Dutch hip hop or Nederhop, is hip hop music created by musicians in the Netherlands and Flanders.",YES,,
wn:3079230n,bn:02281062n,,african_rap_in_the_netherlands,"Dutch hip hop or Nederhop, is hip hop music created by musicians in the Netherlands and Flanders.",YES,,
wn:3079230n,bn:02281062n,,cape_verdean_hip_hop,"Dutch hip hop or Nederhop, is hip hop music created by musicians in the Netherlands and Flanders.",YES,,
wn:3079230n,bn:02281252n,,glam_punk,"Glam punk is a term used retrospectively to describe a short lived trend for bands which produced a form of proto-punk that incorporated elements of glam rock, initially in the early to mid-1970s.",YES,,
wn:3079230n,bn:02281252n,,mock_rock,"Glam punk is a term used retrospectively to describe a short lived trend for bands which produced a form of proto-punk that incorporated elements of glam rock, initially in the early to mid-1970s.",YES,,
wn:3079230n,bn:02281252n,,glamcore,"Glam punk is a term used retrospectively to describe a short lived trend for bands which produced a form of proto-punk that incorporated elements of glam rock, initially in the early to mid-1970s.",YES,,
wn:3079230n,bn:02282932n,,basler_drum,The Basler drum is a two-headed rope-tension drum.,YES,,
wn:3079230n,bn:02283865n,,pre-order,A pre-order is an order placed for an item that has not yet been released.,YES,,
wn:3079230n,bn:02283865n,,pre-orders,A pre-order is an order placed for an item that has not yet been released.,YES,,
wn:3079230n,bn:02283865n,,pre-order_incentive,A pre-order is an order placed for an item that has not yet been released.,YES,,
wn:3079230n,bn:02283865n,,pre-order_incentives,A pre-order is an order placed for an item that has not yet been released.,YES,,
wn:7064537n,bn:02283865n,,preorder_bonus,A pre-order is an order placed for an item that has not yet been released.,YES,,
wn:7064537n,bn:02283865n,,pre-order_bonus,A pre-order is an order placed for an item that has not yet been released.,YES,,
wn:7064537n,bn:02283865n,,pre-ordering,A pre-order is an order placed for an item that has not yet been released.,YES,,
wn:7064537n,bn:02284506n,,low_bit,Low bit is a musical aesthetic characterized by lossy data compression artifacts caused by encoding songs at low bitrates.,YES,,
wn:7064537n,bn:02284506n,,lo-bit,Low bit is a musical aesthetic characterized by lossy data compression artifacts caused by encoding songs at low bitrates.,YES,,
wn:7064537n,bn:02284506n,,lobit,Low bit is a musical aesthetic characterized by lossy data compression artifacts caused by encoding songs at low bitrates.,YES,,
wn:7064537n,bn:02286885n,,electronic_dance_music,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:7064537n,bn:02286885n,,edm,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:7064537n,bn:02286885n,,club_music,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3393324n,bn:02286885n,,list_of_electronic_dance_music_festivals,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3393324n,bn:02286885n,,dance_music,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3393324n,bn:02286885n,,electronic_dance,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3393324n,bn:02286885n,,lappop,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3840681n,bn:02286885n,,electronic_indie,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3840681n,bn:02286885n,,ghost-producer,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3840681n,bn:02286885n,,_edm,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3840681n,bn:02286885n,,edm_festivals,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3840681n,bn:02286885n,,1990s_edm,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3840681n,bn:02286885n,,música_dance,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:3840681n,bn:02286885n,,electronemo,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:10311995n,bn:02286885n,,electronic_dance_music_festival,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:10311995n,bn:02286885n,,ghost_producer,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:10311995n,bn:02286885n,,baile,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:10311995n,bn:02286885n,,electronic_dance_music_festivals,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:10311995n,bn:02286885n,,ghost_production,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:10311995n,bn:02286885n,,edm_festival,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:10311995n,bn:02286885n,,list_of_edm_festivals,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:10311995n,bn:02286885n,,ghost-production,"Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",YES,,
wn:10311995n,bn:02287089n,,string_band,A string band is an old-time music or jazz ensemble made up mainly or solely of string instruments.,YES,,
wn:10311995n,bn:02287550n,,limit,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,identity,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,tredecimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,undecimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,13-limit_interval,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,udentity,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,novendecimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,17-limit_interval,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,eleven-limit_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,17-limit_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,odentity,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,untrigesimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,11-limit_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,trivigesimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,31-limit_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,higher-limit_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,13-limit_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,triskadecimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,nonadecimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,nonavigesimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,prime_limit,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:10311995n,bn:02287550n,,19-limit_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:8248521n,bn:02287550n,,harmonic_limit,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:8248521n,bn:02287550n,,tridecimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:8248521n,bn:02287550n,,11-limit_interval,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:8248521n,bn:02287550n,,septendecimal_tuning,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:7045519n,bn:02287550n,,odd_limit,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:7045519n,bn:02287550n,,odentity_and_udentity,"In music theory, limit or harmonic limit is a way of characterizing the harmony found in a piece or genre of music, or the harmonies that can be made using a particular scale.",YES,,
wn:7045519n,bn:02291599n,,performing_rights_organization,"A performance rights organisation, also known as a performing rights society, provides intermediary functions, particularly collection of royalties, between copyright holders and parties who wish to use copyrighted works publicly in locations such as shopping and dining venues.",YES,,
wn:7045519n,bn:02291599n,,performance_rights_organisation,"A performance rights organisation, also known as a performing rights society, provides intermediary functions, particularly collection of royalties, between copyright holders and parties who wish to use copyrighted works publicly in locations such as shopping and dining venues.",YES,,
wn:7045519n,bn:02291599n,,performing_rights_organisation,"A performance rights organisation, also known as a performing rights society, provides intermediary functions, particularly collection of royalties, between copyright holders and parties who wish to use copyrighted works publicly in locations such as shopping and dining venues.",YES,,
wn:7045519n,bn:02291599n,,performance_rights_organization,"A performance rights organisation, also known as a performing rights society, provides intermediary functions, particularly collection of royalties, between copyright holders and parties who wish to use copyrighted works publicly in locations such as shopping and dining venues.",YES,,
wn:7045519n,bn:02291599n,,performing_right_organization,"A performance rights organisation, also known as a performing rights society, provides intermediary functions, particularly collection of royalties, between copyright holders and parties who wish to use copyrighted works publicly in locations such as shopping and dining venues.",YES,,
wn:7045519n,bn:02291599n,,pro,"A performance rights organisation, also known as a performing rights society, provides intermediary functions, particularly collection of royalties, between copyright holders and parties who wish to use copyrighted works publicly in locations such as shopping and dining venues.",YES,,
wn:7045519n,bn:02291599n,,performing_right_association,"A performance rights organisation, also known as a performing rights society, provides intermediary functions, particularly collection of royalties, between copyright holders and parties who wish to use copyrighted works publicly in locations such as shopping and dining venues.",YES,,
wn:7045519n,bn:02291599n,,performing_rights_society,"A performance rights organisation, also known as a performing rights society, provides intermediary functions, particularly collection of royalties, between copyright holders and parties who wish to use copyrighted works publicly in locations such as shopping and dining venues.",YES,,
wn:7045519n,bn:02291638n,,sound_sculpture,"Sound sculpture is an intermedia and time based art form in which sculpture or any kind of art object produces sound, or the reverse.",YES,,
wn:7045519n,bn:02291638n,,sound_sculptures,"Sound sculpture is an intermedia and time based art form in which sculpture or any kind of art object produces sound, or the reverse.",YES,,
wn:7045519n,bn:02292913n,,symphonic_rock,Progressive rock subgenre,YES,,
wn:7045519n,bn:02293087n,,celempungan,"Celempungan is a Sundanese musical genre that includes several musical instruments such as Kacapi, Kendang, Goong/Gong, and Suling or Rebab, and Juru Kawih.",YES,,
wn:7045519n,bn:02293087n,,celempung,"Celempungan is a Sundanese musical genre that includes several musical instruments such as Kacapi, Kendang, Goong/Gong, and Suling or Rebab, and Juru Kawih.",YES,,
wn:7045519n,bn:02297250n,,musical_guest,"A musical guest is a singer, band, or other musician who makes a brief musical appearance on a television program of a non-musical nature.",YES,,
wn:7045519n,bn:02298197n,,musical_similarity,The notion of musical similarity is particularly complex because there are numerous dimensions of similarity.,YES,,
wn:7045519n,bn:02300346n,,flamenco_rumba,"Rumba flamenca, also known as flamenco rumba or simply rumba, is a palo of flamenco music developed in Andalusia, Spain.",YES,,
wn:7045519n,bn:02300346n,,rumba_flamenca,"Rumba flamenca, also known as flamenco rumba or simply rumba, is a palo of flamenco music developed in Andalusia, Spain.",YES,,
wn:7045519n,bn:02300346n,,rumba_flamenco,"Rumba flamenca, also known as flamenco rumba or simply rumba, is a palo of flamenco music developed in Andalusia, Spain.",YES,,
wn:7045519n,bn:02300346n,,gipsy_rhumba,"Rumba flamenca, also known as flamenco rumba or simply rumba, is a palo of flamenco music developed in Andalusia, Spain.",YES,,
wn:7045519n,bn:02303107n,,twelve-string_guitar,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:7045519n,bn:02303107n,,12_string_guitar,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:7045519n,bn:02303107n,,12-string_guitar,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:7045519n,bn:02303107n,,12_string_acoustic,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:7045519n,bn:02303107n,,twelve_string_guitar,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:7045519n,bn:02303107n,,12_string,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02303107n,,twelve-string_guitars,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02303107n,,twelve-string_electric_guitar,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02303107n,,twelve_string_guitars,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02303107n,,12-string_acoustic_guitar,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02303107n,,12-string_guitars,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02303107n,,electric_12-string_guitar,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02303107n,,twelve_guitar,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02303107n,,electric_twelve_string_guitar,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02303107n,,12-string,"The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.",YES,,
wn:3297644n,bn:02311935n,,salsa_romántica,Salsa Romántica is a soft form of salsa music that emerged between the mid-1980s and early 1990s in New York City and Puerto Rico.,YES,,
wn:2147387s,bn:02311935n,,salsa_romantica,Salsa Romántica is a soft form of salsa music that emerged between the mid-1980s and early 1990s in New York City and Puerto Rico.,YES,,
wn:10311995n,bn:02311935n,,salsa_erotica,Salsa Romántica is a soft form of salsa music that emerged between the mid-1980s and early 1990s in New York City and Puerto Rico.,YES,,
wn:10311995n,bn:02311935n,,salsa_erótica,Salsa Romántica is a soft form of salsa music that emerged between the mid-1980s and early 1990s in New York City and Puerto Rico.,YES,,
wn:10311995n,bn:02311935n,,salsa_monga,Salsa Romántica is a soft form of salsa music that emerged between the mid-1980s and early 1990s in New York City and Puerto Rico.,YES,,
wn:10311995n,bn:02314763n,,g_run,"In bluegrass and other music, the G run, or Flatt run, is a stereotypical ending used as a basis for improvisation on the guitar.",YES,,
wn:10311995n,bn:02314763n,,g-run,"In bluegrass and other music, the G run, or Flatt run, is a stereotypical ending used as a basis for improvisation on the guitar.",YES,,
wn:10311995n,bn:02314763n,,flatt_run,"In bluegrass and other music, the G run, or Flatt run, is a stereotypical ending used as a basis for improvisation on the guitar.",YES,,
wn:10311995n,bn:02317267n,,flexing,"FlexN, also spelled as Flexing, is a style of street dance from Brooklyn, New York that is characterized by rhythmic contortionist movement combined with waving, floor moves, and gliding.",YES,,
