wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?
,bn:02077313n,,"copla_andaluza, copla, andalusian_copla","The copla, copla andaluza, canción andaluza, canción española, tonadilla or canción folklórica is a form of Spanish popular song, deriving from the poetic form of the same name.","copla_andalusa, copla",YES
,bn:03161683n,,"french_bagpipes, cornemuse","French bagpipes cover a wide range and variety of styles of bagpipes and piping, from the Celtic piping and Music of Brittany to the Northern Occitan's cabrette.",cornamusa_francese,YES
,bn:01383935n,,"trompeta_china, corneta_china, chinese_suona","The trompeta china, a Cuban traditional wind instrument, is actually the Chinese suona, an instrument in the oboe family introduced to Cuba by Chinese immigrants during the colonial period.","corneta_china, trompeta_china",YES
,bn:01219985n,,soprano_cornet,The soprano cornet is a brass musical instrument.,cornetta_soprano,YES
,bn:03095983n,,"football_song, football_chant, football_chants, terrace_chant, soccer_chants, football_music, football_chanting, if_you're_all_going_to_wembley_clap_your_hands, ooh_aah_chants, football_musics, football_songs, soccer_chant",A football chant or terrace chant is a song or chant usually sung at association football matches by fans.,"coro_da_stadio, cori_da_stadio, cori_dei_tifosi, canti_da_stadio, canto_da_stadio, canto_di_calcio",YES
,bn:01029724n,,"coro-pregón, coro-pregon, call-response, guía-coro, guia-coro","Coro-pregón in Afro-Cuban music and Cuban-based Latin music, most of all salsa, but also in some non-Cuban genres like merengue and bachata, refers to a call and response section between the lead singer and the coro.",coro-pregón,YES
,bn:02135470n,,"pitch_correction, pitch-correction, auto_tuner, pitch_corrector",Pitch correction is an electronic effects unit or audio software that changes the intonation of an audio signal so that all pitches will be notes from the equally tempered system.,"correttore_intonazione, pitch_correction, correzione_del_pitch, auto_tuner",YES
,bn:02200293n,,course,"A course, on a stringed musical instrument, is either one string or two or more adjacent strings that are closely spaced relative to the other strings, and typically played as a single string.",corso,YES
,bn:01031576n,,musical_short,The musical short can be traced back to the earliest days of sound films.,"corto_musicale, cortometraggio_musicale",YES
,bn:01568005n,,country_folk,Countryfolk is een muziekfusion die voortkomt uit een combinatie van countrymuziek en folk.,country_folk,YES
,bn:01157666n,,"gospel_country, country_gospel, christian_country_music, christian_country, positive_country, southern_christian_music, country-style_christian_music, gospel_country_music","Christian country music is music that is written to express either personal or a communal belief regarding Christian life, as well as to give a Christian alternative to mainstream secular music.","country_gospel, gospel_country, country_cristiano, musica_country_cristiana, positive_country, musica_cristiana_del_sud, musica_cristiana_in_stile_country, musica_country_gospel",YES
,bn:01229662n,,"country_pop, pop_country, countrypop, country-pop, country_crossover, pop-country, country/pop_music","Country pop is a fusion genre of country music and pop music that was developed by members of the country genre out of a desire to reach a larger, mainstream audience.","country_pop, pop_country",YES
,bn:01210781n,,"country_rap, country-rap, hip_haw, country-hip-hop, country-hip_hop, country_hip-hop",Country rap is a fusion genre of popular music blasting country music with hip hop–style rapping.,"country_rap, rap_country",YES
,bn:01005503n,,"covermount, cover_disk, cover_mount, coverdisk, cover_tape, cover_tape/disk, cover_disc, coverdisc",Covermount is the name given to storage media or other products packaged as part of a magazine or newspaper.,"covermount, cover_mount",YES
,bn:01066288n,,"cowpunk, cow-punk, country_pop_punk, country-punk, country_punk, punk_country, cow_punk, country_punk_rock",Cowpunk is a subgenre of punk rock that began in the United Kingdom in the late 1970s and Southern California in the early 1980s.,"cowpunk, country_punk, cow_punk",YES
,bn:02410909n,,"cracklebox, kraakdoos, crackle_box","A kraakdoos or cracklebox is a custom-made instrument, in the form of a noise-making electronic device.",cracklebox,YES
,bn:01714786n,,"musical_cryptogram, music_cryptogram","A musical cryptogram is a cryptogrammatic sequence of musical notes, a sequence which can be taken to refer to an extra-musical text by some 'logical' relationship, usually between note names and letters.",crittogramma_musicale,YES
,bn:02050700n,,"cross_motif, cross-motive, cross_motive","In music, the cross motif is a motif.","cross_motif, cross_motiv",YES
,bn:01684705n,,crossfeed,Crossfeed is the process of blending the left and right channels of a stereo audio recording.,crossfeed,YES
,bn:01322210n,,"fan-funded_music, fan_funded",Fan-funded music is a type of crowdfunding that specifically pertains to music.,crowdfunding_musicale,YES
,bn:02769706n,,"crunk, crunk_music, crunkness, crunk&b, crunk-hop, crunk_rap",Crunk is a subgenre of hip hop music that emerged in the early 1990s and gained mainstream success during the mid 2000s.,"crunk, crunk_&_b, musica_crunk",YES
,bn:01772102n,,"crunkcore, crunk_punk, crunk_core, crunk_rock, crunk-core","Crunkcore is a musical fusion genre characterized by the combination of cultural and musical elements from crunk, screamo, pop, electronic and dance music.",crunkcore,YES
,bn:01526737n,,"cuarteto, cuartetazo","Cuarteto, sometimes called cuartetazo, is a musical genre born in Córdoba, Argentina.",cuarteto,YES
,bn:02668554n,,culture_in_music_cognition,"Culture in music cognition refers to the impact that a person's culture has on their music cognition, including their preferences, emotion recognition, and musical memory.",cultura_nella_musica_cognitiva,YES
,bn:02758468n,,"sound_culture, sound_studies","Sound studies is an interdisciplinary field that to date has focused largely on the emergence of the concept of ""sound"" in Western modernity, with an emphasis on the development of sound reproduction technologies.",cultura_sonora,YES
,bn:03226444n,,cumbia,"A traditional style of Colombian dance and music, or a piece in this style.",cumbia,YES
,bn:01920064n,,"argentine_cumbia, cumbia_of_argentina",Argentine cumbia is an umbrella term that comprises several distinct trends within the same tradition: the dance and music style known as cumbia in Argentina.,cumbia_argentina,YES
,bn:01921836n,,mexican_cumbia,Mexican cumbia is a musical subgenre of cumbia which was reinvented in Mexico.,cumbia_messicana,YES
,bn:02088966n,,"peruvian_cumbia, cumbia","Peruvian cumbia is a subgenre of ""Chicha"" that became popular in the coastal cities of Peru, mainly in Lima in the 1960s through the fusion of local versions of the original Colombian genre, traditional highland huayno, and rock music, particularly surf rock and psychedelic rock.",cumbia_peruviana,YES
,bn:01510615n,,cumbia_villera,Cumbia villera is a subgenre of cumbia music originated in Argentina in the late 1990s and popularized all over Latin America and the Latin communities abroad.,cumbia_villera,YES
,bn:02173448n,,cura,The cura is the smallest member of the bağlama family with the highest pitched sound.,"cura, baglama_cura",YES
,bn:02037546n,,"cut, afro-american_cut","In African American music, and in deejaying and turntablism, a cut ""overtly insists on the repetitive nature of the music, by abruptly skipping it back to another beginning which we have already heard.",cut_afro-americano,YES
,bn:01270874n,,"cut-out_score, cutout_score","A cut-out score or cutout score is a musical score in which measures with rests are simply omitted, and no rests of any kind are used.","cut-out_score, cutout_score, partitura_cut-out, spartito_cut-out",YES
,bn:02667163n,,dadaria,Dadaria is one of various types of folk-songs or field-songs of the state of Chhattisgarh in India.,dadaria,YES
,bn:03131724n,,"daf, dap, dafli, dap_drum, dap_drums","The daf, is a large Kurdish and Persian frame drum used in popular and classical music.",daf,YES
,bn:01619217n,,daggering,Daggering is a form of dance originating from Jamaica.,daggering,YES
,bn:02654274n,,"dahu, da_hu, cizhonghu, xiaodihu",The dahu is a large bowed string instrument from China.,"dahu, dahu_cinese",YES
,bn:01806470n,,"damping, scratching, choking, dampening",Damping is a technique in music for altering the sound of a musical instrument by reducing oscillations or vibrations.,"damping, ammortizzazione, con_sordina",YES
,bn:03229907n,,"dance-rock, disco-rock, dance_rock, new_music, disco_rock, dance-oriented_rock, rock-dance, dor, rock_disco","Dance-rock is a post-disco genre connected with pop rock and post-punk with fewer rhythm and blues influences, originated in the early 1980s, following the decline in popularity of punk and disco.","dance_rock, rock_dance, dance-rock",YES
,bn:02208399n,,Jamaican_dance_hall,The dance halls of Jamaica in the 1950s and 1960s were home to public dances usually targeted at younger patrons.,"dancehall_giamaicana, sala_da_ballo_giamaicana",YES
,bn:01073979n,,"dancehall, dancehall_music, dancehall_reggae, reggae_dancehall, bashment_soca, bashment",Dancehall is a genre of Jamaican popular music that originated in the late 1970s.,"dancehall_reggae, dancehall, dance_hall, bashment, musica_dancehall",YES
,bn:01043955n,,"dance-punk, disco-punk, disco_punk, dance_punk, punk_funk, funk-punk, alternative_dance_punk, techno-punk, funk_punk, punk_dance, dancepunk, dance_indie, punk-funk","Dance-punk is a post-punk genre that emerged in the late 1970s, and is closely associated with the post-disco and new wave movements.","dance-punk, dance_punk, disco_punk, disco-punk, dance_punk_alternativo",YES
,bn:03100301n,,"dangak, tangak, tanguk, dang-ak, danguk, pacing_the_void, tang-ak, springtime_in_luoyang",Dangak is a genre of traditional Korean court music.,dangak,YES
,bn:03093616n,,dangdut,"Dangdut is a genre of Indonesian folk music that is partly derived and fused from Hindustani, Arabic music and to lesser extent, Malay and local folk music.",dangdut,YES
,bn:02325494n,,"bygdedans, gangar","Bygdedans is the regional, traditional dance of Norway.","danza_bygdedans, bygdedans, gangar",YES
,bn:03086309n,,"novelty_dance, fad_dance, dance_craze, novelty_and_fad_dances, list_of_dance_crazes, novelty_&_fad_dances, novelty/fad_dance, dance_fad, list_of_novelty_dances, list_of_fad_dances",Novelty and fad dances are dances which are typically characterized by a short burst of popularity.,"danza_novità, mania_danza, danza_moda",YES
,bn:02208231n,,"traditional_nordic_dance_music, pelimanni, nordic_folk_dance_music, spelleman_music, speleman, pelimanni_music, speleman_music, spillemand, spelman_music, spelleman, spillemand_music",Traditional Nordic dance music is a type of traditional music or folk music that once was common in the mainland part of the Nordic countries — Scandinavia plus Finland.,"danza_popolare_nordica, danza_popolare_norrena, musica_nordica_tradizionale_da_ballo, musica_dance_nordica_tradzionale, musica_popolare_dance_nordica",YES
