wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?
,bn:03840337n,n,"british_rock, british_rock_music, english_rock, rock_music_of_the_united_kingdom, english_rock_music, british_heavy_metal, british_bands, british_metal, britrock, rock_music_in_the_united_kingdom",British rock describes a wide variety of forms of music made in the United Kingdom.,CHECK
,bn:03840907n,n,"quartal_and_quintal_harmony, quartal_harmony, fourth_chords, fourth_voicing, quartal_and_quintal, quintal_harmony, fourth_chord, list_of_quartal_pieces, quartal_and_quintal_harmonies, quartal_and_quintal_chord, quartal_chord, quintal_and_quartal_harmony","In music, quartal harmony is the building of harmonic structures built from the intervals of the perfect fourth, the augmented fourth and the diminished fourth.",YES
,bn:03843068n,n,"silent_guitar, skeleton_guitar, silent_guitars",A silent guitar is a type of guitar with a solid or chambered body that converts the vibration of the strings into electric current using a piezoelectric pickup.,YES
,bn:03843378n,n,"hymn_tune, hymns_and_hymn_tunes, hymn_setting, hymn_tunes",A hymn tune is the melody of a musical composition to which a hymn text is sung.,YES
,bn:03844959n,n,"australian_rock, aussie_rock, rock_music_in_australia, australian_rock_'n'_roll, australian_rock_music, australian_rock_‘n’_roll, oz_rock, australian_rock_and_roll","Rock music in Australia, also known as Oz rock, Australian rock and Aussie rock, is rock music from Australia.",CHECK
,bn:03844957n,n,"australian_jazz, jazz_in_australia, aussie_jazz",Jazz music has a long history in Australia.,CHECK
,bn:03844954n,n,"indigenous_music_of_australia, australian_aboriginal_music, indigenous_australian_music, australian_aborigine_music, kun-borrk, australian_folk_and_indigenous_music, australian_indigenous_music, gunborg, manikay, bunggul, aboriginal_music, kunborrk","Indigenous music of Australia comprises the music of the Aboriginal and Torres Strait Islander peoples of Australia, intersecting with their cultural and ceremonial observances, through the millennia of their individual and collective histories to the present day.",CHECK
,bn:03847465n,n,"japanese_idol, bikini_idol, idol_group, idol, aidoru","An idol is a type of entertainer manufactured and marketed for image, attractiveness, and personality in Japanese pop culture.",YES
,bn:03847626n,n,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,YES
,bn:03848519n,n,"nueva_trova, nuevo_trova","Nueva Trova is a movement in Cuban music that emerged around 1967/68 after the Cuban Revolution of 1959, and the consequent political and social changes.",YES
,bn:03849072n,n,"sevdalinka, sevdah, sevdalinke",Sevdalinka is a traditional genre of folk music from Bosnia and Herzegovina.,CHECK
,bn:03850628n,n,"german_rock, german_rock_music, rock_music_in_germany","German rock music came into its own only by the late 1960s, but spawned many bands spanning genres such as krautrock, Neue Deutsche Welle, heavy metal, punk, and industrial.",CHECK
,bn:03851942n,n,"soprano_saxophone, soprano_sax, soprano_saxophonist","The soprano saxophone is a higher-register variety of the saxophone, a woodwind instrument invented in the 1840s.",YES
,bn:03852360n,n,"motorik, motorik_beat","Motorik is the 4/4 beat often used by, and heavily associated with, krautrock bands.",YES
,bn:03852514n,n,"rimshot, gock, stick_shot, pingshot, rim-tap, rim_shot, crossstick, rimclick, ping_shot, rimtap, rim-shot, stickshot, cross-stick, ping-shot, rim_tap, cross_stick, stick-shot",A rimshot is a percussion technique used to produce an accented snare drum backbeat.,YES
,bn:03854737n,n,"son_cubano, son, cuban_son, son_music, sonero",Son cubano is a genre of music and dance that originated in the highlands of eastern Cuba during the late 19th century.,YES
,bn:03855548n,n,"italian_progressive_rock, italian_wave, italian_symphonic_rock, rock_progressivo_italiano","The Italian progressive rock scene was born in the early 1970s, mostly inspired by the progressive rock movement in Britain, but with certain features of its own that make some sources mention it as a separate musical genre.",CHECK
,bn:03856118n,n,"lamellophone, lamellaphone, cricri, frame_lamellophone, lamellophones, comb_lamellophone, comb_idiophone, lamellaphones, quisanche, frame_idiophone, electric_lamellophones, electric_lamellophone, linguaphone, plucked_idiophones, plucked_idiophone, list_of_lamellophones, oopoochawa",A lamellophone,YES
,bn:03856130n,n,"marímbula, marimbol, calimba, rhumba_box, marimbula, rumba_box",The marímbula is a plucked box musical instrument of the Caribbean.,YES
,bn:03857299n,n,"reggae_fusion, reggae-pop, reggae_pop, reggae/pop, euro_reggae, trap_dancehall, island-pop, island_pop, pop_reggae, reggaefusion, pop_dancehall, smooth_reggae","Reggae fusion is a genre of reggae that mixes reggae or dancehall with other genres, such as pop, rock, R&B, jazz and drum and bass.",YES
,bn:03858714n,n,"argentine_tango, tango_argentino, fabian_peralta, estilo_milonguero, miguel_balmaceda, finito_rivera, marta_anton, códigos, canyengue, ezequiel_paludi, luisa_ines, show_tango, argentinian_tango, arrastre, andrea_missé, luisa_inés, rodolfo_cieri, andrea_misse, carlos_rivarola, geraldine_rojas, analia_centurion, stella_missé, lampazo, jose_brahemcha, malena_rodriguez, osvaldo_zotto, stella_misse, el_gallego_salvador, milonguita_lemos, maria_cieri, tango_tradicional, rosa_forte, manolo_salvador, romolo_garcia, luis_grondona, ramon_rivera, confiteria_style, analía_centurión, virulazo, javier_rodriguez, salon_canning, vals, tango_orillero, marita_dispari, liliana_rodriguez, el_turco_brahemcha, gabriel_missé, adrian_griffero, club_glorias_argentinas, club_sin_rumbo, el_negro_celso, gabriel_misse, el_chino_perico, jorge_rodriguez, lampazo_vazquez, milonguita, tete_rusconi, pedro_rusconi, gerardo_portalea, analía_centurion, codigos, tango_de_fantasía, luis_lemos, sebastian_misse, toto_faraldo, tango_con_corte_y_quebrada, salon_tango, roxina_villegas, coca_inés, andrea_reyero, samantha_dispari, tango_apilado, jose_vazquez, tango_canyengue, la_turca_dispari, parada, osvaldo_cartery, sebastian_missé, carlos_perez, coca_ines, salon_el_pial, jorge_dispari, maría_rivarola, andres_laza_moreno, tango_de_fantasia",Argentine tango is a musical genre and accompanying social dance originating at the end of the 19th century in the suburbs of Buenos Aires and Montevideo.,YES
,bn:03860922n,n,"gamaka, gamak, gamakam","Gamaka, also known as gamak, refer to ornamentation that is used in the performance of North and South Indian classical music.",YES
,bn:03861722n,n,"maloya, maloya_dousman, maloya_music","Maloya is one of the two major music genres of Réunion, usually sung in Réunion Creole, and traditionally accompanied by percussion and a musical bow.",YES
,bn:03863209n,n,"norteño, musica_norteña, norteña_music, musica_nortena, nortena, música_norteña, norteño_music, norteno_music, conjunto_norteno, norteña, norteno","Norteño or Norteña, also música norteña, is a genre of Regional Mexican music from Northern Mexico, hence the name.",YES
,bn:03863555n,n,"automatic_double_tracking, automated_double_tracking, artificial_double_tracking, automatic_double-tracking",Automatic double-tracking or artificial double-tracking is an analogue recording technique designed to enhance the sound of voices or instruments during the mixing process.,YES
,bn:03864481n,n,"module_file, music_disk, music_scene, umx, mod_music, mod-files, mod-scene, tracker_music_file, module_files, musicdisk, tracker_modules, tracker_music, mod_music_file, music_module, mod-music, module_player, modscene, module_music, mod_scene, tracking_scene, music_disks",Module file is a family of music file formats originating from the MOD file format on Amiga systems used in the late 1980s.,YES
,bn:03864672n,n,"shidaiqu, 時代曲, si_doi_kuk","Shidaiqu is a type of Chinese folk and American jazz fusion music that originated in Shanghai, China, in the 1920s.",CHECK
,bn:03865458n,n,polyphonic_song_of_epirus,"The polyphonic song of Epirus is a form of traditional folk polyphony practiced among Albanians, Aromanians, Greeks and Macedonians in southern Albania and northwestern Greece.",YES
,bn:03868390n,n,"mridangam, mridangams, mrithamgam, mrudamgam, mrudangam, miruthangam, mridanga, mirudangam, mrudanga, mathala, mridangam_lessons, mrdangam, mrudung, mridangamela, mridengem, mrindangam, mridang, mridangamlessons, mruthamgam, mruthangam",The mridangam is a percussion instrument of ancient origin.,YES
,bn:03868656n,n,"timba, timbero","Timba is a Cuban genre of music based on popular Cuban music along with salsa, American funk/R&B, and the strong influence of Afro-Cuban folkloric music.",YES
,bn:03869013n,n,"history_of_multitrack_recording, 32-track_digital_recorder","Multitrack recording of sound is the process in which sound and other electro-acoustic signals are captured on a recording medium such as magnetic tape, which is divided into two or more audio tracks that run parallel with each other.",YES
,bn:03869986n,n,music_of_the_african_diaspora,Music of the African diaspora was mostly refined and developed during the period of slavery.,CHECK
,bn:03870512n,n,"eight-bar_blues, 8_bar_blues, eight_bar_blues, 8-bar_blues","In music, an eight-bar blues is a common blues chord progression.",YES
,bn:03871842n,n,"percussion_notation, 𝅃, drum_notation, 𝅅, 𝅄, percussion_staff",Percussion notation is a type of musical notation indicating notes to be played by percussion instruments.,YES
,bn:03873122n,n,"chicano_rap, chicana_rap, sureno_rap, mexican_rap",Chicano rap is a subgenre of Hip Hop that embodies aspects of Southwest Mexican American or Chicano culture.,CHECK
,bn:03873627n,n,"māori_music, waiata, māori_instrument, māori_instruments, maori_music","Traditional Māori music, or pūoro Māori, is composed or performed by Māori, the native people of New Zealand, and includes a wide variety of folk music styles, often integrated with poetry and dance.",CHECK
,bn:03873676n,n,"chicken_scratch, chickenscratch, waila_music, waila",Chicken scratch is a kind of dance music developed by the Tohono O'odham people.,YES
,bn:03874100n,n,"soprano_clarinet, b-flat_clarinet, b♭_clarinet, a_clarinet, b♭_clarinets, g_clarinet, c_clarinet, clarionet, bb_clarinet","A soprano clarinet is a clarinet that occupies a higher position, both in pitch and in popularity, than subsequent additions to the family such as the basset horn and bass clarinet.",YES
,bn:03874865n,n,"early_norwegian_black_metal_scene, black_metal_inner_circle, early_norwegian_black_metal, murder_of_euronymous, neseblod_records, helvete",The early Norwegian black metal scene of the 1990s is credited with creating the modern black metal genre and produced some of the most acclaimed and influential artists in extreme metal.,CHECK
,bn:03875598n,n,malunga,"The malunga is a single-stringed musical bow played by the Siddi of India, who are the descendants of East African immigrants.",YES
,bn:03879857n,n,history_of_sonata_form,Sonata form is one of the most influential ideas in the history of Western classical music.,YES
,bn:03880178n,n,"music_library, music_libraries",A music library contains music-related materials for patron use.,YES
,bn:03880723n,n,"anglican_church_music, anglican_and_episcopalian_church_music, episcopal_church_music, anglican_music, anglican_and_episcopal_church_music","Anglican church music is music that is written for Christian worship in Anglican religious services, forming part of the liturgy.",YES
,bn:03880841n,n,"service, service_music","In Anglican church music, a service is a musical setting of certain parts of the liturgy, generally for choir with or without organ accompaniment.",YES
,bn:03881547n,n,"holophonics, virtual_barbershop",Holophonics is a binaural recording system created by Hugo Zuccarelli that is based on the claim that the human auditory system acts as an interferometer.,YES
,bn:03882048n,n,barynya,Barynya is a fast Russian folk dance and music.,YES
,bn:03882709n,n,"đàn_đá, dan_da, stone_musical_instrument","The đàn đá is a lithophone played by ethnic minority groups in the Central Highlands of Vietnam, in the provinces of Lâm Đồng, Đắk Nông, Đắk Lắk, Gia Lai, and Kon Tum.",YES
,bn:03884228n,n,blues_ballad,The term blues ballad is used to refer to a specific form of popular music which fused Anglo-American and Afro-American styles from the late 19th century onwards.,YES
,bn:03884314n,n,"hoedown, hoe-down","A hoedown is a type of American folk dance or square dance in duple meter, and also the musical form associated with it.",YES
,bn:03884798n,n,"music_of_the_former_netherlands_antilles, curacao_music, music_of_curacao, music_of_bonaire_and_curaçao, music_of_the_netherlands_antilles, music_of_netherlands_antilles_and_aruba, music_of_bonaire, bonaire_music, music_of_bonaire_and_curacao, music_of_aruba, dutch_antillean_music, music_of_saba, music_of_sint_eustatius, music_of_the_dutch_antilles, music_of_aruba_and_the_netherlands_antilles, curaçao_music, music_of_aruba_and_the_dutch_antilles, music_of_sint_maarten, music_of_saint_eustatius","The music of the former Netherlands Antilles is a mixture of native, African and European elements, and is closely connected with trends from neighboring countries such as Venezuela and Colombia and islands such as Puerto Rico, Cuba, Santo Domingo, Haiti, Martinique, Trinidad, Dominica, and Guadeloupe.",CHECK
,bn:03885323n,n,sheets_of_sound,"Sheets of sound was a term coined in 1958 by Down Beat magazine jazz critic Ira Gitler to describe the new, unique improvisational style of John Coltrane.",YES
,bn:03886575n,n,"benna, ditti, bennah",Benna is a genre of Antiguan and Barbudan music.,YES
,bn:03886547n,n,"byzantine_music, byzantine_chant, psaltic",Byzantine music is the music of the Byzantine Empire.,CHECK
,bn:03887014n,n,"texas_blues, acoustic_texas_blues",Texas blues is blues music from Texas.,CHECK
,bn:03887340n,n,"music_of_eswatini, music_of_swaziland, swazi_music","The music of Eswatini is composed of both ethnic Swazi music and varieties of folk music as well as modern genres such as rock, pop and hip hop, which has been popular in Eswatini since headed by bands such as Vamoose.",CHECK
,bn:03888422n,n,"free_jazz, free-jazz, action_jazz, freeform_jazz, the_new_thing, freejazz, free_form_jazz","Free jazz is an experimental approach to jazz improvisation that developed in the late 1950s and early 1960s when musicians attempted to change or break down jazz conventions, such as regular tempos, tones, and chord changes.",YES
,bn:03889169n,n,horn_section,A horn section is a group of musicians playing horns.,YES
,bn:03890754n,n,"aleatory_music, chance_music, aleatoric_music, aleatoric_technique, open_form_music, aleatoric_composition, chance, mobile, musical_mobile, mobile_form, open_form_chance_music",20th-century music in which chance or indeterminate elements are left for the performer to realize.,YES
,bn:03891498n,n,"mando, manddo","Mando or Manddo is a musical form that evolved during the 19th and 20th centuries among the Goan Catholics of Goa, India.",YES
,bn:03893029n,n,bolombatto,The bolombatto is a traditional stringed instrument that features in the music of West Africa.,YES
,bn:03893750n,n,"indie_pop, indie-pop, indie_pop_music, indiepop, alternative_pop, alt_pop, popkid, alt-pop",Indie pop is a music genre and subculture that combines guitar pop with DIY ethic in opposition to the style and tone of mainstream pop music.,YES
,bn:03894171n,n,"ethnic_electronica, ethnotechno, ethnotronica, ethno-techno, ethno_techno, ethno_electronica","Ethnic electronica is a broad category of electronic music, where artists combine elements of electronic and world music.",YES
,bn:03895059n,n,"spinto, spinto_mezzo-soprano, spinto_tenor, tenore_spinto, lirico-spinto",Spinto is a vocal term used to characterize a soprano or tenor voice of a weight between lyric and dramatic that is capable of handling large musical climaxes in opera at moderate intervals.,YES
,bn:03978922n,n,fidget_house,genre of house music,YES
,bn:04593299n,n,dramatic_coloratura_soprano,Stimmfach,YES
,bn:04627440n,n,,Zvončići su muzički instrument koji se ranije zvao „metalna harmonika“ — naziv harmonika nekada je označavao instrument koji se sastojao od niza kristalnih čaša koje su sticale određene visine prema količini vode nalivene u njih.,CHECK
,bn:04710791n,n,antara ,L'antara o andarita és el terme utilitzat pels quítxues del Perú per a anomenar un instrument similar al siku o flauta de pan.,YES
,bn:04721459n,n,,Le bratsch — braci dans l'orthographe roumaine — est un violon alto utilisé par les lăutari de la plaine de Transylvanie.,CHECK
,bn:04729130n,n,"voice, vocals, singing_voice",human voice as musical instrument,YES
,bn:04748301n,n,,Le pena est une vièle monocorde rustique indienne jouée en Assam.,CHECK
,bn:04750909n,n,caixas_de_guerra,La caixa' et le tarol sont des instruments de percussion brésiliens.,YES
,bn:04763089n,n,,"En danse classique, l’adage est une suite de mouvements amples exécutés sur un tempo lent.",CHECK
,bn:04803005n,n,,La nira est un instrument de musique à vent à six ou huit trous utilisé au Maroc.,CHECK
,bn:04806523n,n,,Les bunde ou « tambours luo » est un instrument de musique traditionnel originaire du Kenya.,CHECK
,bn:04822350n,n,,La charge est un instrument de musique médiéval.,CHECK
,bn:04856495n,n,,L’asson ou açon est un instrument de musique d'Haïti.,CHECK
,bn:08271629n,n,dramatic_lyric_soprano,Operatic voice,YES
,bn:08346680n,n,,Optional.empty,CHECK
,bn:08346801n,n,,Optional.empty,CHECK
,bn:08374690n,n,,Optional.empty,CHECK
,bn:08375846n,n,tenorino,Type of singing voice,YES
,bn:08385938n,n,,երաժշտական ալբոմ,CHECK
,bn:08403368n,n,,"Catón en Útica es el título de la primera de las cuatro óperas serias que el italiano Pietro Metastasio escribió para el Teatro delle Dame de Roma, las otras tres fueron: Semíramis reconocida, Alejandro en la India y Artajerjes.",CHECK
,bn:08411076n,n,,compositie van Wolfgang Amadeus Mozart,CHECK
,bn:08425718n,n,,"1. Festival des politischen Liedes es un álbum en directo interpretada por artistas de diversas nacionalidades, grabado en febrero de 1970 en el contexto de la primera versión del Festival de la canción política organizado por la Juventud Libre Alemana en el este de Berlín, en la época de la República Democrática Alemana.",CHECK
,bn:08430997n,n,,"Las cuecas del tío Roberto es un EP de los cantautores chilenos Ángel Parra y Roberto Parra, lanzado originalmente en Chile en 1971.",CHECK
,bn:08446743n,n,,single,CHECK
,bn:08452060n,n,,"Las dos canciones para alto, viola y piano, op. 91 fueron compuestas por Johannes Brahms entre 1863 y 1884, y publicadas en 1884.",CHECK
,bn:08455107n,n,,Muziekalbum,CHECK
,bn:08480471n,n,,"«Y además es imposible» es el sencillo adelanto del sexto álbum de estudio de la banda grandadina Los Planetas, Los Planetas contra la ley de la gravedad.",CHECK
,bn:08480530n,n,,"Medusa es el título del EP debut del grupo granadino Los Planetas, producido por los componentes de Lagartija Nick Antonio Arias y Miguel A. Rodríguez.1​",CHECK
,bn:08481454n,n,,Album by Los Planetas,CHECK
,bn:08518321n,n,,"El tabal o tabalet és un instrument musical de percussió de forma cilíndrica, amb dues membranes –normalment de cuir–, que emet un so indeterminat.",CHECK
,bn:08531217n,n,,El Concert per a clavecí num.,CHECK
,bn:08547114n,n,,"El xerrac és un instrument de percussió tradicional de Mallorca, realitzat amb un bocí de canya en la qual es fan una sèrie de mòsses.",CHECK
,bn:08563296n,n,,Oleander släpptes 1996 och är första EP-skivan av den amerikanska post-grunge-gruppen med samma namn.,CHECK
,bn:08566207n,n,,Optional.empty,CHECK
,bn:08566776n,n,,Singoalla är en svensk opera i fyra akter med musik av Gunnar de Frumerie.,CHECK
,bn:08568094n,n,,"Joel är en opera baserad på den åländske författaren och bildkonstnären Joel Petterssons liv, med libretto av den finlandssvenske poeten Lars Huldén och musik av rockmusikern Nikolo Kotzev.",CHECK
,bn:08570788n,n,,երաժշտական ալբոմ,CHECK
,bn:08571225n,n,,"Grabbhalvan är en opera för barn, med libretto av Bengt Malmros och musik av Björn Linnman.",CHECK
,bn:08572958n,n,,երաժշտական ալբոմ,CHECK
,bn:08575306n,n,,Muziekalbum,CHECK
,bn:08576018n,n,,երաժշտական ալբոմ,CHECK
,bn:08577809n,n,,երաժշտական ալբոմ,CHECK
,bn:08577855n,n,,երաժշտական ալբոմ,CHECK
,bn:08581477n,n,,Drinking song,CHECK
,bn:08590655n,n,,Drinking song,CHECK
,bn:08595748n,n,,երաժշտական ալբոմ,CHECK
,bn:08598380n,n,,երաժշտական ալբոմ,CHECK
,bn:08598536n,n,,երաժշտական ալբոմ,CHECK
,bn:08600840n,n,,"Saidiwas är Saidiwas självbetitlade debut-EP, utgiven 1996 av Desperate Fight Records.",CHECK
,bn:08600913n,n,,"Mindjive är Mindjives självbetitlade andra EP, utgiven av Burning Heart Records 1995.",CHECK
,bn:08601972n,n,,երաժշտական ալբոմ,CHECK
,bn:08603171n,n,,երաժշտական ալբոմ,CHECK
,bn:08605448n,n,,Muziekalbum,CHECK
,bn:08607708n,n,,"Stranded är det svenska punkbandet No Fun at Alls andra EP-skiva, utgiven 1995.",CHECK
,bn:08608367n,n,,"Power är det brittiska oi!-/streetpunk-bandet Gundogs debut-EP, utgiven som en 7""vinyl 1997 på vrittiska skivbolaget New Blood Records.",CHECK
,bn:08608415n,n,,"Peepshows är en EP av det svenska garagerockbandet The Peepshows, utgiven 2003 på LP av det tyska skivbolaget Stereodrive!",CHECK
,bn:08609662n,n,,երաժշտական ալբոմ,CHECK
,bn:08615299n,n,,երաժշտական ալբոմ,CHECK
,bn:08636304n,n,,երաժշտական ալբոմ,CHECK
,bn:08642685n,n,,երաժշտական ալբոմ,CHECK
,bn:08642681n,n,,երաժշտական ալբոմ,CHECK
,bn:08644029n,n,,Herr Arnes penningar är en radioopera med musik av Gösta Nystroem.,CHECK
,bn:08644796n,n,,երաժշտական ալբոմ,CHECK
,bn:08646627n,n,,երաժշտական ալբոմ,CHECK
,bn:08648465n,n,,Optional.empty,CHECK
,bn:08648873n,n,,երաժշտական ալբոմ,CHECK
,bn:08655019n,n,,"Kurfursten är ett studentspex i form av en komisk opera i en akt, tillkommen år 2003 vid Kungliga Tekniska högskolan i Stockholm.",CHECK
,bn:08659969n,n,,երաժշտական ալբոմ,CHECK
,bn:08665284n,n,,երաժշտական ալբոմ,CHECK
,bn:08669693n,n,,երաժշտական ալբոմ,CHECK
,bn:08669897n,n,,երաժշտական ալբոմ,CHECK
,bn:08672645n,n,,երաժշտական ալբոմ,CHECK
,bn:08672760n,n,,երաժշտական ալբոմ,CHECK
,bn:08675083n,n,,William är en opera av B. Tommy Andersson med libretto av Håkan Lindquist.,CHECK
,bn:08677135n,n,,Drinking song,CHECK
,bn:08683610n,n,,երաժշտական ալբոմ,CHECK
,bn:08683612n,n,,երաժշտական ալբոմ,CHECK
,bn:08687566n,n,,երաժշտական ալբոմ,CHECK
,bn:08688954n,n,,երաժշտական ալբոմ,CHECK
,bn:08696747n,n,,երաժշտական ալբոմ,CHECK
,bn:08698683n,n,,երաժշտական ալբոմ,CHECK
,bn:08700009n,n,,երաժշտական ալբոմ,CHECK
,bn:08701534n,n,,երաժշտական ալբոմ,CHECK
,bn:08703385n,n,,երաժշտական ալբոմ,CHECK
,bn:08703460n,n,,երաժշտական ալբոմ,CHECK
,bn:08730459n,n,,"Johann Sebastian Bachin säveltämistä konsertoista ylivoimaisesti tunnetuimpia ovat Brandenburgin varakreiville sävelletyt concerto grosso -muotoiset brandenburgilaiset konsertot BWV 1046 - 1051, mutta säveltäjä sävelsi konserttoja myös muille soittimille.",CHECK
,bn:08731850n,n,,Iskelmä on Maij' Karman Kauniit Kuvat -yhtyeen EP. Levy ilmestyi vuonna 1997 yhtyeen oman Blomster Records -levymerkin kautta ja myöhemmin vuonna 1998 Megamanian kautta hieman erilaisella kannella.,CHECK
,bn:08735041n,n,,"Kuilun partaalla on Timo Rautiainen & Trio Niskalaukauksen EP-levy, joka on julkaistu vuonna 2001.",CHECK
,bn:08739867n,n,,Muziekalbum,CHECK
,bn:08740296n,n,,Tasavalta on Nicolen vuonna 2007 julkaisema musiikki DVD. Tasavalta nousi ilmestymisviikollaan suomen virallisen musiikki-dvd listan sijalle 2.,CHECK
,bn:08740295n,n,,"120 minuuttia on Nicolen vuonna 2004 julkaisema DVD. 120 minuuttia on ensimmäinen suomalainen omakustanne musiikki-DVD. Se sisältää kaksi livetaltiointia, neljä musiikkivideota ja bonusmateriaalia.",CHECK
,bn:08743069n,n,,Lapset on Sielun Veljien vuonna 1983 julkaistu EP. Levyn kappaleet löytyvät Hei soturit -albumin CD-versiolta.,CHECK
,bn:08743358n,n,,Kekkonen on Moogetmoogs -yhtyeen vuonna 1993 julkaistu neljän kappaleen CD-EP. Se äänitettiin Harasoo Studiossa vuosina 1992–1993.,CHECK
,bn:08750447n,n,,Kontravirtanen on rockyhtye Kontravirtasen EP-levy vuodelta 1977.,CHECK
,bn:08752952n,n,,"Score on Dream Theater -yhtyeen musiikki-DVD, joka julkaistiin 29.",CHECK
,bn:08758843n,n,,"Kosmonautti on suomalaisen Folkswagen-yhtyeen EP-levy, joka julkaistiin 25.",CHECK
,bn:08761913n,n,,"Maailmannäyttely on suomalaisen YUP-yhtyeen kappale ja EP, joka julkaistiin 8.",CHECK
,bn:08762654n,n,,Tiernapojat on suomalaisen suomeksi laulavan heavy metal -yhtyeen Timo Rautiainen & Trio Niskalaukauksen vuonna 2002 julkaistu EP-levy.,CHECK
,bn:08763413n,n,,"Lava on Ismo Alanko Teholla -yhtyeen DVD, joka julkaistiin 22.",CHECK
,bn:08764811n,n,,Kinks on The Kinksin huhtikuussa 1968 julkaistu EP-levy.,CHECK
,bn:08765333n,n,,Optional.empty,CHECK
,bn:08766917n,n,,Optional.empty,CHECK
,bn:08770152n,n,,Johann Sebastian Bachin viulusarjat ja -sonaatit BWV 1001 - 1006 kuuluvat sooloviulun keskeiseen ohjelmistoon.,CHECK
,bn:08770882n,n,,Ö on elektro/hip hop -yhtye Ceebrolisticsin vuonna 2005 julkaistu EP. EP:n julkaisi EMI.,CHECK
,bn:08771236n,n,,Lankakerä on Itkevä tyttö -rockyhtyeen kolmas EP-julkaisu.,CHECK
,bn:08779022n,n,,Muziekalbum,CHECK
,bn:08780875n,n,,Voitto on Kumikameli-yhtyeen vuonna 1994 ilmestynyt neljän kappaleen EP-levy.,CHECK
,bn:08783519n,n,,Nimetön on lahtelaisen Raaka-Aine -yhtyeen EP-levy.,CHECK
,bn:08786599n,n,,"""Kuka hän on"" on suomalaisen rap-artisti Brädin 16.",CHECK
,bn:08787948n,n,,Muziekalbum,CHECK
,bn:08841992n,n,,Cent'anni di solitudine è un extended play dei Modena City Ramblers pubblicato nel 1998.,CHECK
,bn:08851259n,n,,Aes è un EP della band finlandese Skepticism.,CHECK
,bn:08856382n,n,,"Cometa è il secondo EP del gruppo Marlene Kuntz, pubblicato nel 2001.",CHECK
,bn:08862510n,n,,Nomadi & Omnia Symphony Orchestra live 2007 è un album live dei Nomadi registrato assieme alla Omnia Symphony Orchestra nei giorni 6 e 7 aprile 2007 presso il PalaBrescia di Brescia.,CHECK
,bn:08874339n,n,,"Sindrome di fine millennio è il primo EP degli Uomini di mare, pubblicato nel 2000 in edizione limitata disponibile solo in vinile e contenente 8 tracce, divise in due lati.",CHECK
,bn:08890330n,n,,"Offside è il quinto EP dei Pretty Maids, uscito nel 1992 per l'Etichetta discografica Epic Records.",CHECK
,bn:08890341n,n,,"A domani è un EP, primo lavoro da solista dell'mc milanese Ape, uscito nel 2002, a seguito di varie esperienze maturate nel suo gruppo, i Trilamda.",CHECK
,bn:08901011n,n,,"Nella struttura di un'opera lirica, oltre alla presenza dei personaggi principali e secondari, è prevista quella del coro.",CHECK
,bn:08902815n,n,,Yuki EP è un EP degli Snuff pubblicato nel 1998.,CHECK
,bn:08904317n,n,,"Lupi è un EP di Donatella Rettore, pubblicato nel 2002.",CHECK
,bn:08909478n,n,,երաժշտական ալբոմ,CHECK
,bn:08919498n,n,"world_fusion_music, world_fusion",World music genre,YES
,bn:08927817n,n,,Simfoni oleh Felix Mendelssohn,CHECK
,bn:08937518n,n,,երաժշտական ալբոմ,CHECK
,bn:08941695n,n,,Muziekalbum,CHECK
,bn:08970616n,n,,"La sinfonia è una delle forme strumentali con cui un'opera può iniziare, prima dell'apertura del sipario.",YES
,bn:08971183n,n,,"Richter è il primo EP del gruppo pop punk/ska punk statunitense Goldfinger, pubblicato il 1º febbraio 1995 da Mojo Records.",CHECK
,bn:08974599n,n,,"In punta di piedi è l'unico EP della cantautrice pop italiana Nathalie, pubblicato il 23 novembre 2010 dall'etichetta discografica Sony Music in formato digitale.",CHECK
,bn:08981752n,n,,Gennaio è un EP dei Diaframma pubblicato nel 1989 da Diaframma Records.,CHECK
,bn:08982209n,n,,"Benzina è un EP del gruppo elettronico Subsonica, venduto in allegato con la rivista la Repubblica XL.",CHECK
,bn:08985926n,n,,"Finalmente è il secondo lavoro discografico ed il primo EP del cantautore Virginio, pubblicato l'8 marzo 2011 dalla casa discografica Universal Music.",CHECK
,bn:08992046n,n,,"Sogno ribelle è una raccolta di videoclip del gruppo musicale rock italiano Litfiba, pubblicata nel 1992 dalla Warner Music Italy.",CHECK
,bn:08999009n,n,,"Discovery è un video del 1995, pubblicato dalla EMI il 7 agosto 1995, il cui contenuto è il concerto dei Pet Shop Boys tenuto a Rio de Janeiro, in Brasile, durante il loro DiscoVery Tour ",CHECK
,bn:09001210n,n,dutch_house,Sottogenere di musica house,CHECK
